,Text,Negative,Neutral,Positive,Subjectivity,Polarity
3533,"o prophet! fear allah, and hearken not to the unbelievers and the hypocrites: verily allah is full of knowledge and wisdom.",0.124,0.734,0.143,0.55,0.35
3534,but follow that which comes to thee by inspiration from thy lord: for allah is well acquainted with (all) that ye do.,0.0,0.734,0.266,0.6,0.5
3535,"and put thy trust in allah, and enough is allah as a disposer of affairs.",0.0,0.809,0.191,0.5,0.0
3536,"allah has not made for any man two hearts in his (one) body: nor has he made your wives whom ye divorce by zihar your mothers: nor has he made your adopted sons your sons. such is (only) your (manner of) speech by your mouths. but allah tells (you) the truth, and he shows the (right) way.",0.0,0.908,0.092,0.6785714285714285,0.09523809523809523
3537,"call them by (the names of) their fathers: that is juster in the sight of allah. but if ye know not their father's (names, call them) your brothers in faith, or your maulas. but there is no blame on you if ye make a mistake therein: (what counts is) the intention of your hearts: and allah is oft-returning, most merciful.",0.043,0.785,0.171,0.75,-0.125
3538,"the prophet is closer to the believers than their own selves, and his wives are their mothers. blood-relations among each other have closer personal ties, in the decree of allah. than (the brotherhood of) believers and muhajirs: nevertheless do ye what is just to your closest friends: such is the writing in the decree (of allah).",0.0,0.947,0.053,0.54375,0.11875
3539,"and remember we took from the prophets their covenant: as (we did) from thee: from noah, abraham, moses, and jesus the son of mary: we took from them a solemn covenant:",0.042,0.958,0.0,0.0,0.0
3540,that (allah) may question the (custodians) of truth concerning the truth they (were charged with): and he has prepared for the unbelievers a grievous penalty.,0.234,0.571,0.195,1.0,-0.8
3541,"o ye who believe! remember the grace of allah, (bestowed) on you, when there came down on you hosts (to overwhelm you): but we sent against them a hurricane and forces that ye saw not: but allah sees (clearly) all that ye do.",0.029,0.849,0.122,0.33611111111111114,-0.027777777777777783
3542,"behold! they came on you from above you and from below you, and behold, the eyes became dim and the hearts gaped up to the throats, and ye imagined various (vain) thoughts about allah!",0.071,0.806,0.123,0.3666666666666667,0.03333333333333333
3543,in that situation were the believers tried: they were shaken as by a tremendous shaking.,0.202,0.798,0.0,1.0,0.3333333333333333
3544,"and behold! the hypocrites and those in whose hearts is a disease (even) say: ""allah and his messenger promised us nothing but delusion!""",0.0,0.808,0.192,0.0,0.0
3545,"behold! a party among them said: ""ye men of yathrib! ye cannot stand (the attack)! therefore go back!"" and a band of them ask for leave of the prophet, saying, ""truly our houses are bare and exposed,"" though they were not exposed they intended nothing but to run away.",0.042,0.81,0.148,0.05,0.025
3546,"and if an entry had been effected to them from the sides of the (city), and they had been incited to sedition, they would certainly have brought it to pass, with none but a brief delay!",0.129,0.828,0.043,0.45238095238095233,0.10714285714285714
3547,"and yet they had already covenanted with allah not to turn their backs, and a covenant with allah must (surely) be answered for.",0.048,0.837,0.116,0.8888888888888888,0.5
3548,"say: ""running away will not profit you if ye are running away from death or slaughter; and even if (ye do escape), no more than a brief (respite) will ye be allowed to enjoy!""",0.206,0.679,0.115,0.4444444444444444,0.08333333333333333
3549,"say: ""who is it that can screen you from allah if it be his wish to give you punishment or to give you mercy?"" nor will they find for themselves, besides allah, any protector or helper.",0.075,0.748,0.178,0.0,0.0
3550,"verily allah knows those among you who keep back (men) and those who say to their brethren, ""come along to us"", but come not to the fight except for just a little while.",0.0,0.92,0.08,0.25,-0.09375
3551,"covetous over you. then when fear comes, thou wilt see them looking to thee, their eyes revolving, like (those of) one over whom hovers death: but when the fear is past, they will smite you with sharp tongues, covetous of goods. such men have no faith, and so allah has made their deeds of none effect: and that is easy for allah.",0.161,0.762,0.076,0.5833333333333334,0.014583333333333337
3552,"they think that the confederates have not withdrawn; and if the confederates should come (again), they would wish they were in the deserts (wandering) among the bedouins, and seeking news about you (from a safe distance); and if they were in your midst, they would fight but little.",0.036,0.889,0.075,0.5,0.15625
3553,"ye have indeed in the messenger of allah a beautiful pattern (of conduct) for any one whose hope is in allah and the final day, and who engages much in the praise of allah.",0.0,0.708,0.292,0.7333333333333334,0.35000000000000003
3554,"when the believers saw the confederate forces, they said: ""this is what allah and his messenger had promised us, and allah and his messenger told us what was true."" and it only added to their faith and their zeal in obedience.",0.0,0.824,0.176,0.825,0.175
3555,"among the believers are men who have been true to their covenant with allah: of them some have completed their vow (to the extreme), and some (still) wait: but they have never changed (their determination) in the least:",0.071,0.883,0.047,0.6833333333333332,-0.025000000000000005
3556,"that allah may reward the men of truth for their truth, and punish the hypocrites if that be his will, or turn to them in mercy: for allah is oft-forgiving, most merciful.",0.083,0.655,0.262,0.5,0.5
3557,"and allah turned back the unbelievers for (all) their fury: no advantage did they gain; and enough is allah for the believers in their fight. and allah is full of strength, able to enforce his will.",0.176,0.679,0.145,0.41875,0.2125
3558,"and those of the people of the book who aided them - allah did take them down from their strongholds and cast terror into their hearts. (so that) some ye slew, and some ye made prisoners.",0.149,0.711,0.14,0.2888888888888889,-0.15555555555555559
3559,"and he made you heirs of their lands, their houses, and their goods, and of a land which ye had not frequented (before). and allah has power over all things.",0.0,1.0,0.0,0.0,0.0
3560,"o prophet! say to thy consorts: ""if it be that ye desire the life of this world, and its glitter,- then come! i will provide for your enjoyment and set you free in a handsome manner.",0.0,0.705,0.295,0.9,0.45
3561,"but if ye seek allah and his messenger, and the home of the hereafter, verily allah has prepared for the well-doers amongst you a great reward.",0.0,0.638,0.362,0.75,0.8
3562,"o consorts of the prophet! if any of you were guilty of evident unseemly conduct, the punishment would be doubled to her, and that is easy for allah.",0.184,0.731,0.085,0.6944444444444445,0.061111111111111116
3563,"but any of you that is devout in the service of allah and his messenger, and works righteousness,- to her shall we grant her reward twice: and we have prepared for her a generous sustenance.",0.0,0.672,0.328,0.0,0.0
3564,"o consorts of the prophet! ye are not like any of the (other) women: if ye do fear (allah), be not too complacent of speech, lest one in whose heart is a disease should be moved with desire: but speak ye a speech (that is) just.",0.072,0.812,0.116,0.375,-0.125
3565,"and stay quietly in your houses, and make not a dazzling display, like that of the former times of ignorance; and establish regular prayer, and give regular charity; and obey allah and his messenger. and allah only wishes to remove all abomination from you, ye members of the family, and to make you pure and spotless.",0.041,0.847,0.112,0.4267399267399267,-0.02295918367346939
3566,"and recite what is rehearsed to you in your homes, of the signs of allah and his wisdom: for allah understands the finest mysteries and is well-acquainted (with them).",0.0,0.892,0.108,0.0,0.0
3567,"for muslim men and women,- for believing men and women, for devout men and women, for true men and women, for men and women who are patient and constant, for men and women who humble themselves, for men and women who give in charity, for men and women who fast (and deny themselves), for men and women who guard their chastity, and for men and women who engage much in allah's praise,- for them has allah prepared forgiveness and great reward.",0.025,0.736,0.239,0.48888888888888893,0.225
3568,"it is not fitting for a believer, man or woman, when a matter has been decided by allah and his messenger to have any option about their decision: if any one disobeys allah and his messenger, he is indeed on a clearly wrong path.",0.065,0.856,0.079,0.7,-0.375
3569,"behold! thou didst say to one who had received the grace of allah and thy favour: ""retain thou (in wedlock) thy wife, and fear allah."" but thou didst hide in thy heart that which allah was about to make manifest: thou didst fear the people, but it is more fitting that thou shouldst fear allah. then when zaid had dissolved (his marriage) with her, with the necessary (formality), we joined her in marriage to thee: in order that (in future) there may be no difficulty to the believers in (the matter of) marriage with the wives of their adopted sons, when the latter have dissolved with the necessary (formality) (their marriage) with them. and allah's command must be fulfilled.",0.092,0.784,0.125,0.5208333333333334,0.16666666666666666
